AsOfDate,OpenDate,CloseDate,ShortName,PortfolioName,StrategyRefShortName,Strategy1RefShortName,Strategy2RefShortName,CustodianName,DirectionName,SecurityId,SecurityTypeName,SecName,StartQty,Qty,StartPrice,Price,StartFXRate,FXRate,MV_Local,MV_Base,PL_DTD,PL_QTD,PL_MTD,PL_YTD,Year
2024-12-19,2024-05-14,,SEC029,Beacon Property Trust,Core,Core Plus,Industrial,State Street,Short,SECID0029,REIT Equity,Maple Grove Apartments,47929.64,44870.28,183.86,184.2,0.9429,0.9429,8265105.58,7793168.05,7567.25,12616.23,-10241.87,148327.41,2024
2024-06-23,2023-08-03,,SEC030,Cedar Income Partners,Core,Opportunistic,Mixed Use,BNY Mellon,Short,SECID0030,Real Estate Debt,Harbor Plaza,2989.82,2887.04,66.7,64.26,1.0201,1.0201,185521.19,189250.17,6105.17,11641.95,-2264.84,-76755.14,2024
2024-11-12,2024-04-13,2025-07-31,SEC031,Delta Urban Holdings,Core,Core Plus,Commercial,State Street,Short,SECID0031,Real Estate Debt,Cedar Heights Residences,33932.68,33229.39,266.1,298.19,0.9238,0.9238,9908671.8,9153631.01,-1861.03,21774.97,18845.86,123459.48,2024
2023-10-28,2022-08-11,2024-06-11,SEC032,Delta Urban Holdings,Value Add,Core,Mixed Use,BNY Mellon,Short,SECID0032,Real Estate Debt,Lakeside Retail Center,36534.82,34916.46,359.61,389.37,0.9546,0.9546,13595422.03,12978189.87,-2444.25,-22392.35,1408.86,-141475.15,2023
2023-02-09,2021-08-27,,SEC033,Alpha Real Estate Fund,Opportunistic,Core,Industrial,State Street,Short,SECID0033,REIT Equity,Harbor Plaza,31790.18,29467.01,58.81,51.23,0.9136,0.9136,1509594.92,1379165.92,1615.84,-2952.05,-4660.37,-127576.25,2023
2025-09-25,2024-04-09,,SEC034,Evergreen REIT Fund,Core Plus,Core Plus,Mixed Use,State Street,Short,SECID0034,Mortgage Bond,Cedar Heights Residences,10894.66,11247.85,250.22,238.88,0.9687,0.9687,2686886.41,2602786.87,2568.0,-10654.02,-11699.17,-229780.98,2025
2024-08-15,2024-06-10,2025-06-06,SEC035,Cedar Income Partners,Core,Core,Residential,Northern Trust,Short,SECID0035,Mortgage Bond,Lakeside Retail Center,33311.14,35172.45,443.5,406.09,0.9861,0.9861,14283180.22,14084644.01,-137.57,35445.03,16612.59,-36567.7,2024
2025-03-17,2024-12-20,,SEC036,Cedar Income Partners,Core Plus,Core Plus,Residential,State Street,Short,SECID0036,Property Direct,Skyline Tower,25239.87,27616.81,312.3,309.52,1.0956,1.0956,8547955.03,9365139.53,-3011.06,9375.49,-9983.85,24143.35,2025
2025-06-13,2025-02-04,,SEC037,Cedar Income Partners,Core Plus,Core Plus,Industrial,State Street,Short,SECID0037,Real Estate Debt,Skyline Tower,49605.33,48731.58,37.66,35.69,0.9469,0.9469,1739230.09,1646876.97,3830.4,24538.66,-1001.54,-16293.9,2025
2025-06-02,2024-01-18,,SEC038,Alpha Real Estate Fund,Value Add,Core,Mixed Use,BNY Mellon,Long,SECID0038,Mortgage Bond,Harbor Plaza,21701.18,21765.24,216.37,185.68,0.9939,0.9939,4041369.76,4016717.4,-4389.91,-16537.61,-2264.79,29389.24,2025
2025-11-07,2024-10-29,,SEC039,Beacon Property Trust,Core,Core Plus,Commercial,BNY Mellon,Short,SECID0039,REIT Equity,Riverside Logistics Park,40761.4,42125.99,91.65,88.88,1.0939,1.0939,3744157.99,4095734.43,4567.92,-16063.58,14926.89,-21689.89,2025
2025-07-26,2024-11-07,,SEC040,Evergreen REIT Fund,Core,Core,Commercial,BNY Mellon,Long,SECID0040,Property Direct,Riverside Logistics Park,47939.11,50026.44,293.31,318.75,0.9547,0.9547,15945927.75,15223577.22,-106.84,-14944.23,-24242.4,70723.63,2025
2024-11-18,2023-12-04,,SEC041,Alpha Real Estate Fund,Opportunistic,Core,Commercial,Northern Trust,Short,SECID0041,Property Direct,Granite Business Center,20712.75,21230.42,232.08,268.14,0.9361,0.9361,5692724.82,5328959.7,3684.22,-5626.55,669.91,41275.14,2024
2025-12-21,2025-09-21,,SEC042,Delta Urban Holdings,Core,Value Add,Residential,Northern Trust,Long,SECID0042,Mortgage Bond,Riverside Logistics Park,18849.46,17521.49,83.73,94.12,0.9601,0.9601,1649122.64,1583322.65,-7812.73,-10581.05,7942.65,-100343.15,2025
2024-11-06,2024-01-19,,SEC043,Cedar Income Partners,Core,Core,Mixed Use,BNY Mellon,Long,SECID0043,Real Estate Debt,Maple Grove Apartments,12570.36,11912.89,83.48,71.88,1.0594,1.0594,856298.53,907162.66,1467.79,-27131.64,4664.3,-2851.32,2024
2024-03-01,2023-05-12,,SEC044,Alpha Real Estate Fund,Core Plus,Core Plus,Industrial,Northern Trust,Short,SECID0044,REIT Equity,Granite Business Center,14610.83,14759.0,325.7,282.35,1.0445,1.0445,4167203.65,4352644.21,-8075.66,23294.79,-7345.92,-64820.19,2024
2024-11-22,2024-07-23,,SEC045,Alpha Real Estate Fund,Value Add,Core,Residential,State Street,Long,SECID0045,Property Direct,Cedar Heights Residences,42150.71,45040.14,125.66,135.51,1.0,1.0,6103389.37,6103389.37,1002.85,22972.75,-10158.22,4934.39,2024
2025-12-13,2023-08-11,,SEC046,Delta Urban Holdings,Core,Value Add,Residential,BNY Mellon,Short,SECID0046,REIT Equity,Cedar Heights Residences,12560.97,12367.2,80.7,74.25,1.094,1.094,918264.6,1004581.47,2144.08,13862.11,1764.42,-29362.23,2025
2025-07-16,2023-07-18,,SEC047,Cedar Income Partners,Core Plus,Core Plus,Residential,Northern Trust,Long,SECID0047,Property Direct,Granite Business Center,14608.95,15439.54,81.01,84.26,0.9735,0.9735,1300935.64,1266460.85,-4137.95,1722.88,-10721.39,-233708.04,2025
2024-11-23,2023-10-19,,SEC048,Delta Urban Holdings,Value Add,Value Add,Residential,State Street,Short,SECID0048,Real Estate Debt,Maple Grove Apartments,34577.17,34818.59,125.83,129.22,0.9016,0.9016,4499258.2,4056531.19,2182.8,18078.7,-23629.32,-80778.46,2024
2024-11-11,2022-07-04,,SEC049,Delta Urban Holdings,Core,Value Add,Mixed Use,State Street,Long,SECID0049,Property Direct,Harbor Plaza,20908.15,18959.02,434.56,512.47,1.0881,1.0881,9715928.98,10571902.32,3095.77,41149.91,207.94,-58240.24,2024
